name,price,status,shipping,free_returns,items_sold
"LED Desk Lamp for Home Office, Double Head 24W with Base, Architect Light 5 Ligh",$49.01,Brand New,0,True,
USB Rechargeable Small LED Reading Book Light W/ Flexible Clip Desk Table Lamp,$8.99,Brand New,0,True,32
Desk Lamp,$15.00,Open Box,11.95,False,
"Desk Lamp, Dual Head, Smart USB A+C Charging Port, 5 Color large 49cm tall",$24.30,Brand New,0,False,
Dimmable LED Desk Light Touch Sensor Table Bedside Reading Lamp USB Rechargeable,$10.99,Brand New,0,False,9
Wireless LED Desk Lamp Touch Control 700LM Dimmable 2700-7000K USB-C Rechargeabl,$16.98,Brand New,0,True,
"Cute Cordless Flower Desk Lamp for Girls,Flexible Gooseneck,Rechargeable Lamp...",$18.05,Brand New,0,False,
"Flower Table Lamp,Rechargeable Reading Lights,3 Color Stepless Dimming Touch ...",$14.49,Brand New,0,False,
"Neatfi Elite XL 22"" Task Lamp 1600LM LED Desk Light Adjustable Clamp Rose Gold",$119.99,Brand New,0,True,
"USB Rechargeable LED Desk Lamp for Kids, Cute Cat Design, Pink",$19.99,Brand New,0,True,
"Electrix 2015 LED-R Gooseneck Desk Lamp 2015 Weighted Base 21"" - BLACK",$79.95,Brand New,0,True,
10W LED Desk Lamp with Clamp Dimmable Clip on Reading Light 10 Brightness Level,$37.99,Brand New,0,True,
"Dott Arts Desk Lamp,USB Clip On Light,Book Lights for Small, Matte Black",$18.98,Brand New,0,False,
LED Desk Lamp Touch Sensor Reading Foldable Table Lamp Eye Caring Reading Light,$10.67,Brand New,0,False,
"Dragonfly Style Tiffany Table Lamp Stained Glass Desk Light for Home Decor H 18""",$98.98,Brand New,0,True,
USB LED Desk Lamp Eye Protection Touch Dimmer 3 Gear Reading Light,$7.00,Brand New,0,True,
"LED Double Head Desk Lamp with Large Lighting Range for Home Office,Portable Sma",$15.00,Brand New,0,False,
1 PC Small LED Desk Lamp - Portable Eye Protection for Dorm & Bedside Use - NEW,$12.99,Brand New,0,False,26
32 In. Black Vintage Swing Arm Desk Lamp with Metal Clamp,$32.63,Brand New,0,False,
LED Desk Lamp Adjustable Swing Arm Lamp with Clamp Eye-Caring Reading Desk Light,$21.98,Brand New,0,False,
"Led Desk Lamp Dimmable Desk Light Reading Lamp 3 Lighting Modes, Eye Protecti...",$14.73,Brand New,0,True,
Desk Lamp with Clamp 5V 2A Adapter LED Dual Head 50 Light Modes Computer Monitor,$29.45,Brand New,0,True,
Replacement Clamp for 1/2” Base Magnifying Lamp，Desk Lamp，Magnify Lamp，Swing Arm,$21.37,Brand New,0,True,
"LED Desk Lamp with Catch-All Base & AC Outlet, Matte Black",$10.40,Brand New,2.99,False,23
USB Reading Night Light Flexible LED Book Lamp Laptop Computer Clip-on Bed Desk,$14.00,Brand New,0,True,
Retro Desk Lamp Dimmable Bedside Table Lamp Touch Control Bronze Wood Desk Light,$39.94,Brand New,0,True,
